ngram	value
target function will	2.0
much le	2.5
lazy learn system	2.0
advantage gain	1.3333333333333333
eager learn	1.3333333333333333
learn system	1.3333333333333333
learning system	1.2
offline learn	1.6666666666666667
will always	2.0
provide good	2.0
large margin nearest neighbor	2.083333333333333
statistical machine learn algorithm	1.6666666666666667
metric learning	1.0
knearest neighbor	1.8333333333333333
convex optimization	1.3333333333333333
supervise learning	1.6111111111111112
decision rule	1.0
categorize data	1.0
knearest neighbor rule	1.3333333333333333
class obtain	2.0
majority vote	1.0
k close	1.5
intuition behind	2.0
k instance	1.0
possible class	1.25
well define	1.0
mahalanobis metric	1.0
target neighbor	1.0
learned metric	1.0
data point formula	1.6166666666666667
different class	1.1666666666666667
algorithm try	1.0
far away	1.0
figure show	1.0
input vector formula	1.3333333333333333
input vector	1.0
test point	1.0
one unit	1.0
constraint can	2.8
exactly one	1.0
alternative choice	1.0
impostor constraint	1.0
computational complexity	1.0
geometric property	1.0
well suit	1.0
multiple local	2.0
significantly improve	1.0
classification error	1.0
machine learn research	2.166666666666667
handwritten digit	1.4444444444444446
open source	1.8
freely available	1.0
computational learning theory	1.4901960784313726
rademacher complexity	1.4
realvalued function	1.4
computational learning	1.7142857142857142
learning theory	1.1666666666666667
followswhere formula	1.0
independent random variable	1.3333333333333333
function define	1.2
domain space	1.0
function class formula	1.3333333333333333
sample size formula	1.6666666666666665
independently distribute	1.0
function class	1.0
size formula	2.1818181818181817
sample size	1.0
generate according	2.0
formula contain	1.0
single vector	1.5
hypothesis class	1.25
true distribution	1.25
error function	1.0
empirical error	1.3333333333333333
much low	1.25
true error	1.0
empirical risk minimization	1.8231884057971013
empirical risk	2.409090909090909
upper bound	1.2857142857142858
rule can	2.0
strictly decrease	1.5
convex hull	1.3333333333333333
finite set	1.2083333333333335
formally let formula	2.0
growth function	1.0
every set	1.3333333333333333
binary vector	1.0
one can show	1.6666666666666665
constant formula	1.3055555555555556
vapnikchervonenkis dimension	1.0
dimension formula	1.5
follow bound	1.25
define formula	1.0
unit ball	1.0
radius formula	1.0
suppose formula	1.0
vector whose	2.5
formulain particular	1.0
random variables formula	1.6666666666666665
deep learn algorithm	1.3333333333333333
music composition	1.0
society sacem	1.0
world first	2.0
large collection	1.0
reinforcement learning	1.75
base rate	1.777777777777778
featural evidence	1.25
medical professional	2.833333333333333
winter cold	1.0
treatment x	2.5
base rate information	1.3333333333333333
category base rate	1.3333333333333333
category base	1.5
ask u	1.0
positive result	1.0
false positive	1.3888888888888888
test positive	1.3333333333333333
must account	1.0
allow u	1.0
particular individual	1.0
may allow	1.0
training datasets	1.0
semisupervised machine learn	2.0
learn can	2.466666666666667
datasets consist primarily	1.3333333333333333
object detection	1.0
facial recognition	1.8571428571428572
multilabel classification	1.5
use extensively	1.5
facial recognition system	1.6666666666666665
sentiment analysis	1.3333333333333333
cluster analysis	1.0
signal processing	1.375
biological system	1.0
section include datasets	1.3333333333333333
structured data	1.0
algorithm can also	2.6666666666666665
common task	1.0
make datadriven prediction	1.3333333333333333
mathematical model	1.0
final model	1.25
usually come	1.0
parameter e	2.0
naive bayes classifier	2.0
method e	1.25
dataset use	1.3333333333333333
naive bayes	1.6
gradient descent	1.6041666666666667
stochastic gradient descent	1.7777777777777777
stochastic gradient	1.8571428571428572
current model	1.0
specific learning algorithm	1.3333333333333333
can include	1.0
parameter estimation	1.25
unbiased evaluation	1.0
hidden unit	1.472222222222222
validation datasets	1.0
early stop	1.3333333333333333
simple procedure	1.0
error may fluctuate	1.3333333333333333
produce multiple local minimum	1.5
local minimum	1.0
complication ha lead	1.3333333333333333
many adhoc rule	1.3333333333333333
overfitting ha	2.0
ha lead	1.0
test dataset	1.1666666666666667
suitable classifier	1.0
successive iteration	1.3333333333333333
various way	1.0
random subset	1.0
hierarchical classification	1.0
sometimes refer	1.0
instance space decomposition	1.3333333333333333
multiclass problem	1.0
instance space	2.1666666666666665
classification boundary	1.0
classification step	1.0
confusion matrix	1.5897435897435896
joint class	3.0
make use	1.0666666666666667
small amount	1.0
also make	1.0
learning task	1.0833333333333333
semisupervised learn	1.15
learn fall	1.0
can produce	1.0
learning problem	1.0
often require	1.25
problem often	2.3333333333333335
cost associate	1.0
supervised learn	1.5384615384615385
unlabeled example formula	1.6666666666666665
unlabeled example	1.4285714285714286
formula unlabeled example	2.0
transductive learn	1.25
inductive learn	1.0
also provide	1.0
unsolved problem	1.0
classification rule	1.0
entire input space	1.5555555555555554
entire input	2.5
least one	1.0
algorithm make	1.0
decision boundary	1.5
smoothness assumption	1.3333333333333333
data share	1.5
across multiple	2.0
give rise	1.0
feature learn	1.5
cluster algorithm	1.0
data lie	1.0
low dimension	1.0
manifold assumption	1.0
framework wa	2.5
inductive learning	1.0
generative model	1.1523809523809523
probably approximately correct	1.3333333333333333
approximately correct	1.0
learning ha	2.125
protein sequence	1.0
statistical learn	1.7142857142857142
given point	1.5
generative model can	2.666666666666667
supervise learning classification	2.0
form formula	1.0
particular form	1.0
solution relative	2.0
data may	2.1666666666666665
improve performance	1.0
mixture distribution	1.0
yield different	2.0
decision function	1.0
major class	1.0
transductive support vector machine	1.8333333333333333
maximal margin	4.333333333333333
hinge loss	1.3333333333333333
loss function formula	1.6933333333333334
reproduce kernel hilbert space formula	1.75
regularize empirical	2.6296296296296298
exact solution	1.5
term formula	1.3846153846153846
research ha	2.0
reproduce kernel hilbert space	1.8333333333333333
kernel hilbert space formula	1.5555555555555556
domain knowledge	1.2
common method	1.0
standard tikhonov regularization	1.5555555555555554
intrinsic space	1.3333333333333333
tikhonov regularization	1.1578947368421053
regularization problem	1.0
intrinsic regularization term	1.3333333333333333
regularization term	1.1666666666666667
graph laplacian	1.0
supervised learn algorithm	1.5999999999999999
regularize least square	1.7777777777777777
regularized least square	1.3333333333333333
distance metric	1.0
first step	1.0
labeled example	1.0
supervise learning algorithm	1.3333333333333333
disjoint set	1.0
semisupervised learn problem	1.5555555555555554
may also	2.0
concept learn	1.5396825396825395
experience e	3.6666666666666665
human infant	1.0
ha show	1.0
work ha	2.75
optimal control	1.5
genetic algorithm	1.2
genetic programming	1.1428571428571428
robot control	1.0
learning automaton	1.0
learn automaton	1.3333333333333333
will fall	1.0
trace back	1.0
early s	1.1538461538461537
united state	1.0
survey paper	1.0
chosen accord	2.5
policy iterators	1.0
evolutionary algorithm	1.1428571428571428
stochastic automaton	3.0
markov process	1.0
next input	1.0
input set x	1.3333333333333333
penalty response	3.6666666666666665
feedback loop	1.0
input set	2.555555555555556
finite input set	1.3333333333333333
statistical classification	1.2
two main approach	1.3333333333333333
classification include	2.0
two main	2.0
statistical modelling	1.5
target variable y	2.666666666666667
joint probability distribution	1.4814814814814816
discriminative model	1.0555555555555556
target y give	2.333333333333333
observation x symbolically formula	1.75
probability model	2.1666666666666665
also refer	1.0
observation x	1.5714285714285714
target y	2.8333333333333335
symbolically formula	2.7777777777777772
target variable	1.5555555555555556
y give	2.5
two class	1.5916666666666668
three class	1.0
generative classifier	1.0
discriminative classifier	1.0
distinguish two	2.6666666666666665
classifier base	4.75
linear classifier	1.0
label y	2.0
one can compute	1.3333333333333333
one can estimate	2.2333333333333334
conditional probability formula	1.3333333333333333
can compute	1.0
use depend	2.0
observable x	4.0
continuous variable	1.1666666666666667
discrete variable	1.75
considering x	1.0
formula considering x	2.333333333333333
marginal distribution formula	1.3333333333333333
one conditional probability	6.733333333333333
denote formula	1.6666666666666667
example give	1.5
generative algorithm	1.3333333333333333
data wa generate	1.3333333333333333
give signal	1.0
classify data	1.0
hand generative	2.0
can use	1.1333333333333333
generate new	2.0
observe variable	1.1666666666666667
complex relationship	1.0
observed data	1.1428571428571428
data likelihood	1.0
directly use	1.0
applicationspecific detail	1.0
ultimately dictate	1.0
joint probability distribution formula	1.6666666666666667
formula will	2.944444444444444
english word pair	2.0
word pair	5.0
wa coin	1.0
dynamic optimization	1.0
numerical analysis	1.0
space increase	1.5
statistical significance	1.0
reliable result	1.5
result often	4.0
search data	1.75
object form	1.0
similar property	1.0
high dimensional	2.0
many way	1.0
also use	1.0
high dimension	1.0
take one	1.3333333333333333
huge number	1.0
combinatorial explosion	1.0
simple case	1.0
binary variable	1.5
possible combination	1.0
formula exponential	1.0
additional dimension	1.0
extra dimension	1.0
sample point	1.0
unit interval	1.0
unit hypercube	2.0
dimensional hypercube	2.5833333333333335
distance function	1.9583333333333335
state variable	1.0
machine learn problem	1.5238095238095237
fix number	1.0
predictive power	1.0
euclidean distance	1.0
one way	1.0
highdimensional euclidean space	1.3333333333333333
length formula	1.25
euclidean space	1.0
formula go	1.6666666666666667
another way	1.0
almost entirely	1.5
chisquared distribution	1.0
standard deviation	1.25
n random	2.0
point p	1.0
provide high	2.0
signaltonoise ratio	1.0
wa find	1.0
near neighbor search	1.5833333333333333
high dimensional space	1.3333333333333333
one coordinate	1.0
dimension can	2.25
also increase	1.0
time series analysis	1.7435897435897432
high dimensionality	1.0
dimension increase	1.0
information retrieval	1.5
many open	2.0
multiplicative weight update method	1.6666666666666667
multiplicative weight	2.7777777777777777
multiplicative weight update	2.0
wa discover	1.0
linear program	2.5
theoretical computer science	1.3333333333333333
fast algorithm	1.5
game theory	1.0
computer science	1.375
different field	1.0
fictitious play	1.0
twoplayer zerosum game	2.3333333333333335
multiplicative weight algorithm	1.5555555555555554
weight algorithm	1.5
zerosum game	2.6666666666666665
machine learn littlestone	1.6666666666666665
winnow algorithm	1.0
weight update rule	1.3333333333333333
weight majority algorithm	1.5757575757575757
majority algorithm	1.303030303030303
hedge algorithm	1.0
also widely apply	1.3333333333333333
computational geometry	1.0
clarksons algorithm	1.0
linear programming lp	1.3333333333333333
bound number	1.0
linear time	1.0
later bronnimann	2.0
goodrich employ analogous method	2.1666666666666665
find set cover	1.3333333333333333
operation research	1.3333333333333333
online statistical decision making problem	1.7000000000000002
complicated version	1.0
find independently	1.0
decision making	1.3333333333333333
previously observe	1.0
close relationship	1.0
different context	1.0
boosting algorithm	1.0
learn theory	1.2222222222222223
convex optimization problem	1.3333333333333333
make base	1.3333333333333333
n expert	1.25
expert opinion	1.0
first round	1.0
decision maker	1.0
will make	1.0
expert prediction	1.0
decision maker will	2.333333333333333
real life	1.5
example include	1.0
stock market	1.5
game play	2.0
correct prediction	1.0
halve algorithm	1.0
make mistake	1.0
every decision	1.0
remaining expert	1.0
vote among	2.5
every time	1.7083333333333335
aggregator make	1.0
therefore every	3.0
expert advice	1.0
select one	1.3333333333333333
make choice	1.0
every iteration	1.4
work since	2.0
expert advice will	2.6666666666666665
formula increase	1.5
will decrease	1.0
algorithm ha	2.75
best expert	1.0
mistake make	1.0
expert predicting positive	1.6666666666666665
algorithm calculate	1.0
underlying assumption	1.0
constrained optimization problem	1.3333333333333333
player formula	3.5583333333333336
plan formula	1.6111111111111114
choose plan formula	1.3333333333333333
error parameter	1.0
additive error	1.0
solving zerosum	1.5
wa first use	1.3333333333333333
formula label example	1.6666666666666665
nonnegative weight	1.0
without loss	1.0
notational convenience	2.0
general form	1.0
n different	2.0
total loss suffer	1.3333333333333333
current iteration	1.0
learn rate	1.2
weak learner	2.0
hypothesis formula	1.0625
weight vector	1.625
linear system	1.0
x satisfy	1.0
also true	1.5
width formula	2.0
dissimilarity function	1.0
search problem	1.476190476190476
set s	1.1428571428571428
query point	1.9696969696969695
close point	1.0
problem refer	1.5
metric space	1.3333333333333333
triangle inequality	1.0
manhattan distance	1.3333333333333333
one example	1.0
nns problem	1.0
time complexity	1.125
space complexity	1.0
search data structure	1.3333333333333333
data structure	1.0
use polynomial	2.5
search time	1.0
simple solution	1.0
naive approach	1.0
linear search	1.0
space partition	1.0
kd tree	1.0
also need	1.0
wa design	1.0
efficient algorithm	1.0
can yield	1.0
general metric space	1.6666666666666665
metric tree	1.0
general metric	1.6666666666666667
point take	2.3333333333333335
possible solution	1.0
pointcloud point	1.0
must go	1.0
correct result	1.0
near point	1.0
distance measure	1.0
accurately capture	1.0
high probability	1.303030303030303
theoretical bound	1.0
technique can	2.4285714285714284
dramatically simplify	1.0
approach require	1.0
sensor data	1.0
stereo vision	1.5
base search	1.0
vector quantization	1.0
also note	1.0
graph formula	1.0
every point formula	2.3666666666666667
vertex formula	1.0
one possible	2.0
query q	1.0
search algorithm	1.1666666666666667
greedy search	1.5
distance value	2.333333333333333
neighborhood formula	1.0
current vertex	1.5
select vertex	4.333333333333333
algorithm stop	1.0
publication include	2.0
work wa	2.25
wa precede	1.0
knearest neighbor search	1.3333333333333333
top k	1.0
predictive analytics	1.5714285714285714
memory saving	1.0
will find	1.0
original point	1.0
application e	3.0
n point	1.3333333333333333
nearestneighbor search	1.5
point x	2.1666666666666665
point y	2.8333333333333335
tell u	1.0
l norm	1.0
near neighbour	3.6666666666666665
small number	1.0
learn classifier	2.25
different category	1.0
tom m	1.0
basic idea	1.0
train many	2.0
samearity predicate	1.0
mutually exclusive	1.0
positive instance	1.0
negative instance	1.0
negative pattern	1.3333333333333333
will become	1.0
noun phrase	1.8888888888888886
quick summary	1.0
large corpus	1.2
candidate instance	1.0
promote pattern	1.8333333333333333
text corpus	1.0
specific pattern	1.0
least two	1.25
cooccurrence count	2.3333333333333335
cpl rank	1.0
metabootstrap learner	1.5
also propose	1.0
extraction technique	1.0
result show	1.0
new fact	1.0
logic learn machine	1.4999999999999998
machine learn method	1.7333333333333332
intelligible rule	1.0
efficient implementation	1.0
switch neural network	1.6666666666666665
rulex suite	1.0
decision support	1.5
field include	1.6666666666666667
wa develop	1.0
approach wa	2.0
use machine learn	1.4666666666666663
neural network approach	1.3333333333333333
network approach	1.0
decision tree	1.1025641025641026
neural network make	2.0
efficient version	1.0
value formula correspond	1.3333333333333333
iterative method	1.0
generalization error	1.0
data come	1.5
early stop rule	1.3333333333333333
many iteration	1.0
theoretical foundation	1.0
training set well	1.3333333333333333
prevent overfitting	1.0
learned model	1.0
gradient descent method	1.3333333333333333
optimization method	1.0
iterative optimization	2.5
regularize nonparametric regression problem	1.5
nonparametric regression	2.0
input space formula	1.3333333333333333
unknown probability measure formula	1.5
regression function formula	1.3333333333333333
give bywhere formula	2.0
give bywhere	2.0
function formula give	2.0
common choice	1.0
infinite dimensional	1.5
especially important	1.0
early stopping rule	1.3333333333333333
iterative procedure	1.0
stopping rule	1.0
functionalwhere formula	1.0
expect risk	2.0666666666666664
since formula	1.9
step size formula	1.7777777777777777
step size	1.25
population iteration	2.25
sample iteration	1.0
expected risk	3.3
regression functionthis	10.333333333333334
may depend	1.0
unknown probability distribution	1.4666666666666666
probabilistic bound	1.0
strong learner	1.0
can provide	1.0
boost method	2.0
method describe	1.0
library science	1.6666666666666667
information science	2.0
interdisciplinary research	1.0
text image	1.0
subject classification	1.0
give word	1.5
requestoriented classification	1.0
well however	1.5
ha argue	1.0
classification system	1.0
document index	3.0
external mechanism	9.0
provide information	1.0
correct classification	1.0
automatic document classification	2.0
unsupervised document	1.5
task can	3.0
classification technique	1.6666666666666667
native language	1.0
language l	2.3333333333333335
nli work	1.0
unseen text	1.0
secondlanguage acquisition	1.3333333333333333
forensic linguistics	1.0
transfer effect	1.0
nli method	1.0
can help	1.0
ha already	2.0
natural language processing	1.6666666666666665
classifier system	1.6666666666666667
single classifier	1.5
paper describe	1.3333333333333333
statistical relational learning	1.6666666666666665
statistical relational	1.6666666666666667
representation formalism develop	1.3333333333333333
firstorder logic	1.5
draw upon	2.0
probabilistic graphical model	1.3333333333333333
bayesian network	1.4
build upon	2.3333333333333335
inductive logic programming	1.5833333333333333
knowledge representation	1.5
representation formalism	1.0
logic programming	2.166666666666667
late s	1.0
probabilistic inference	1.0
alternative term	1.0
main focus	1.0
general principle	1.0
recent year	1.1666666666666667
multilinear principal component analysis	1.8333333333333333
nway array	1.0
computational term	1.0
singular value decomposition	1.5555555555555554
singular value	1.5555555555555556
synthesis problem	1.5
multilinear tensor	1.6666666666666667
observe data	1.2222222222222223
causal factor	1.0
data formation	1.0
data tensor analysis	1.6666666666666665
human motion	5.0
mmode pca	2.0
peter kroonenberg	1.0
terzopoulos introduce	2.0
multilinear pca terminology	1.3333333333333333
better differentiate	1.3333333333333335
multilinear tensor decomposition	1.3333333333333333
compute nd order statistic associate	1.6
data tensor modeaxis	1.3333333333333333
subsequent work	1.0
multilinear independent component analysis	1.5
high order statistic associate	1.6666666666666667
tensor modeaxis	2.3333333333333335
multilinear pca	1.3333333333333333
independent component analysis	1.4444444444444444
high order	1.0
tensor decomposition	1.5555555555555556
data tensor whose	2.6666666666666665
individual observation	1.25
whose observation	2.7777777777777772
alternating least square	2.0
problem dependent	1.0
mpca feature	4.333333333333333
machine learningmachine learning	9.533333333333333
learningmachine learning	8.166666666666668
arthur samuel	1.0
give computer	1.0
explicitly programmed	1.0
machine learning explore	1.6666666666666665
algorithm operate	1.5
strictly static program instruction	1.6666666666666667
static program	1.0
knowledge integration	1.6666666666666667
common model	1.3333333333333333
information can	2.6
new information	1.2666666666666666
exist knowledge	2.5833333333333335
existing knowledge	1.0
learn agent	1.0
new information can	2.333333333333333
wa create	1.0
knowledge base	1.0
learn program	1.3333333333333333
minimal mapping	1.0
high quality	1.0
quantum physic	1.5
one can distinguish	1.3333333333333333
different way	1.0
two parent	3.8333333333333335
quantum machine learn algorithm	1.888888888888889
quantum computation	1.0
classical method	1.0
classical algorithm	1.0
quantum computer	1.0
quantum machine learn	1.5238095238095237
learn algorithm can	2.3999999999999995
machine learn algorithm can	2.1666666666666665
apply classical method	1.3333333333333333
quantum system	1.0
fully quantum	1.0
quantumenhanced machine learning	1.3333333333333333
quantum algorithm	1.0
classical machine learn	1.5555555555555554
algorithm typically	3.0
require one	1.0
quantum information processing	1.6666666666666665
information processing	1.5
typically require	1.0
routine can	2.0
universal quantum computer	1.5555555555555554
universal quantum	1.5
one line	1.0
amplitude encoding	1.0
quantum state	1.6
resource grow	1.5
matrix inversion	1.0
low rank	1.5
linear algebra	1.3333333333333333
state preparation	1.0
entire dataset	1.0
efficient method	1.0
another approach	1.0
quantum information process	1.3333333333333333
amplitude amplification	1.5
quadratic speedup	1.0
unstructured search	2.0
knearest neighbor algorithm	1.4999999999999998
another application	1.0
often combine	1.0
quantum walk	1.0
reinforcement learn agent	1.3333333333333333
also admit	1.0
quantum speedup	1.0
superconducting circuit	1.0
wide spectrum	1.0
important application	1.0
probabilistic programming	1.0
probabilistic model	1.0
boltzmann distribution	1.8888888888888886
quantum annealers	1.0
research group	1.0
quantum annealing hardware	1.3333333333333333
quantum annealing	1.3333333333333333
standard approach	1.0
sampling technique	1.0
markov chain monte carlo	3.2222222222222228
markov chain	1.25
dwave x	1.5
center ha	2.0
recently use	1.0
building block	1.0
deep learn architecture	1.3333333333333333
learn architecture	1.0
fully connect	1.0
machine learn approach	1.4999999999999998
quantum mechanic	1.0
quantum boltzmann machine	1.3333333333333333
thermal state	2.0
time require	1.0
markov logic network	1.3333333333333333
quantum analogue	1.0
hide markov model hmms	1.6111111111111114
model sequential data	1.3333333333333333
various field	1.0
sequential data	1.0
hide markov model	1.6666666666666667
classical hmms	1.0
successfully learn	1.0
data via	3.5
technique use	1.1428571428571428
bayesian inference	1.0
quantum version	1.0
quantum learning theory	1.5555555555555554
classical learning	1.5
may provide	1.0
specific problem	1.25
concept class	1.2745098039215685
disjunctive normal form	1.3333333333333333
n bit	1.0
normal form	1.3333333333333335
target concept	1.125
learner may	2.3333333333333335
learner can make membership query	2.0
target concept c	1.3333333333333333
membership query	1.0
learner can	2.25
concept c	2.0
can make	1.0
quantum exact	1.5
classical learner	1.0
plausible complexitytheoretic assumption	1.3333333333333333
passive learn	1.5
probably approximately correct pac learn	2.1
approximately correct pac learn	1.888888888888889
learner receive	2.5
unknown distribution d	2.222222222222222
distribution d	2.5
unknown distribution	1.2
significantly reduce	1.0
uniform distribution	1.0
classical example	1.0
typically take	1.0
hypothesis h	1.0
application phase	2.8333333333333335
training phase	1.0
many time	1.0
increasingly complex	2.5
meaningful information	1.0
study extensively	1.0
machine learning technique	1.3333333333333335
unitary transformation	1.0
fully quantum approach	1.3333333333333333
classical description	1.0
however one can	1.6666666666666665
similar way	1.0
go beyond	2.0
general framework	1.75
conduct use	1.0
adiabatic dwave quantum computer	1.6666666666666667
google research	1.5
magnetic resonance	1.3333333333333333
wa implement	1.0
wa use	1.0
quantum support vector machine	1.5833333333333335
dimensional vector	1.25
two entry	1.0
final state	1.0
per second	1.0
many learn algorithm	1.3333333333333333
quantum memristor	1.0
high accuracy	1.0
start point	1.0
may seem	1.0
model may	2.8
model m	1.424242424242424
fraud model m	1.3333333333333333
formulaformula accuracy	1.0
perform fairly well	1.3333333333333333
always predict	1.0
m show	1.0
less accurate	1.0
accurate model	1.6666666666666667
false positive false	2.222222222222222
false negative	1.2
appropriate loss function	1.7777777777777777
constrain conditional model	1.7777777777777777
inference framework	1.0
conditional probabilistic	1.0
declarative constraint	1.0
conditional model	1.4
support decision	1.0
expressive output space	1.3333333333333333
maintain modularity	1.0
first order	1.0
low level	1.0
feature engineering	1.3
exact inference	1.2666666666666668
level feature	2.0
model generation	1.0
inference stage	1.0
use ngrams	1.0
make decision	1.0
involves assign	1.0
structure can	3.111111111111111
assign value	1.0
semantic role label	1.3333333333333333
question answer	5.0
decision problem	1.5
integer linear programming ilp	1.5833333333333335
structure formula	1.1111111111111112
feature function	2.05
objective function use	1.3333333333333333
several way	1.0
model along	3.5
latter case	1.0
local model	1.0
joint train	1.5
joint learn	2.5
use domain knowledge	1.3333333333333333
latent learn	1.5
representation decision	1.0
structured prediction	1.3333333333333333
declarative formulation	1.0
large variety	1.0
information extraction	1.3333333333333333
ilp solver	3.0833333333333335
large scale	2.0
solve efficiently	1.0
key advantage	1.0
inductive programming	1.5714285714285714
special area	1.0
automatic programming	1.0
recursive program	2.555555555555556
inputoutput example	1.0
programming language	1.48
functional programming	2.0
use logic programming	1.6666666666666665
logical representation	1.0
constraint programming	2.0
ip system	1.0
output evaluation	2.5
program trace	1.0
background knowledge	1.0
data type	1.8333333333333333
evaluation function	1.0
recursive control	2.0
representation language	1.0
program must	2.6666666666666665
partial specification	1.0
program synthesis	2.0
general machine learn	1.6666666666666665
distinctive feature	1.0
programming paradigm	1.0
many type	1.0
functional program	1.0
recursive functional	1.5
new field	1.0
inductive logic programming ilp	1.5833333333333335
early work	1.0
relative least general generalization	2.1666666666666665
least general	1.0
logic program	1.0
learn recursive	2.666666666666667
example together	1.0
initial success	1.0
relational data mining	1.5555555555555554
relational data	2.5
base approach	1.0
positive example	1.0
fitness function	1.1428571428571428
grammar induction	1.0
grammatical inference	1.125
rewriting system	1.0
production rule	1.0
inductive inference	1.6979166666666667
lisp program	1.0
seminal work	1.0
language learn	1.0
problem ha	2.75
successful application	1.4
cumulative learning	1.0
software engineer	1.0
software agent	1.0
end user	1.0
tutor system	1.0
agent can	5.0
formal grammar	1.0
finite state machine	1.3333333333333333
observe object	1.0
finite state	2.0
grammatical inference ha	2.666666666666667
various type	1.0
regular language	1.5
approach since	4.0
problem since	3.3333333333333335
contextfree grammar	2.533333333333333
multiple contextfree grammar	1.9333333333333333
pattern language	1.7166666666666668
simple form	1.0
wide variety	1.0
method propose	1.0
rule set	2.333333333333333
negative example	1.0
particular approach	1.0
hypothesis testing	1.0
version space	1.5454545454545454
target language	1.0
can easily	2.0
tree structure	1.0
grammar can	2.0
formal language	1.0
hierarchical structure	1.0
genetic operator	1.0
next generation	1.3333333333333333
base upon	2.0
terminal symbol	1.0
leaf node	1.0
parent node	1.0
nonterminal symbol	1.0
might correspond	1.0
greedy algorithm	1.6666666666666667
greedy grammar inference	2.0
greedy grammar inference algorithm	1.5
inference algorithm	1.0
decision make	1.0
contextfree grammar generating	3.8
contextfree grammar generating algorithm	3.2142857142857144
constant symbol	1.0
variable symbol	1.0
nonempty string	1.0
call descriptive	1.0
given input	2.5
descriptive pattern	1.0
drastically reduce	3.0
language class	2.333333333333333
polynomial time	1.0
statistical approach	1.0
grammar induction ha	2.222222222222222
among many	2.0
data compression	1.0
minimum message length mml	2.0555555555555554
minimum description length	2.444444444444444
minimum message length	2.0
message length	1.3333333333333333
action model learning	1.3333333333333333
action learn	1.2
action model	2.533333333333333
action description	1.0
learn action model	1.6666666666666665
make good	2.0
inductive reason	1.0
new knowledge	1.25
agent observation	1.0
standard supervise learn	1.3333333333333333
correct inputoutput pair	1.3333333333333333
never present	1.0
explicitly correct	1.0
inputoutput pair	1.0
difficult time	1.5
training set formula consisting	1.5
time step formula	4.0
action model learn	1.6666666666666665
training set formula	1.3333333333333333
action learn method	1.6666666666666665
method assume	1.5
another technique	1.0
several different	1.6
different solution	1.0
perceptron algorithm	2.333333333333333
multi level	1.0
artificial intelligence research	1.3333333333333333
main factor	1.0
credit score	1.0
action take	1.0
example might	2.0
european union	1.0
general data protection regulation	1.8333333333333333
decisionmaking right	1.0
data protection directive	1.3333333333333333
data subject	1.0
data protection	2.5238095238095233
decision reach	1.0
binding article	1.0
automated decision	1.5
solely base	1.5
significant effect	1.0
solely automate	1.0
automate decisionmaking	1.5
french law	1.0
human decision	1.0
easily explainable	1.0
many layer	1.0
complex way	1.0
active field	1.5
category utility	1.5925925925925926
category goodness	1.0
attribute value	2.0
cue validity	2.0
collocation index	1.0
possess knowledge	1.0
category structure	1.0
given category	1.5
decision tree learn	1.3333333333333333
tree learn	1.0
formally equivalent	1.0
term formula designate	3.933333333333333
feature formula take	4.133333333333334
category formula	3.0785714285714283
expect number	2.333333333333333
correctly guess	3.6666666666666665
observer use	1.5
probabilitymatching strategy	1.0
category label	5.666666666666667
feature set formula	1.3333333333333333
feature information	1.25
feature formula give	3.3333333333333335
entity belongs	5.0
category information	1.0
binary feature	1.0
term formula represent	1.3333333333333333
optimally encoding	1.0
transmitting feature information	1.3333333333333333
describe belong	1.0
weight average	1.0
feature variable	2.8888888888888893
cardinality formula	1.0
feature combination	1.0
cartesian product	1.0
unique value	1.0
formula adopt	2.5
aggregate feature variable formula	2.1666666666666665
feature variable formula	3.8
category variable formula	4.433333333333334
category variable	3.166666666666667
adopt value formula	3.0
two measure	1.5
category set codice	2.533333333333333
qualitatively different	1.0
category utility doe	3.3333333333333335
feature variable adopting value	3.3214285714285716
independent existence	4.333333333333333
one set	1.6666666666666665
many others	1.0
accurately predict	1.0
object class	2.333333333333333
useful classification	1.5
accurately infer object	4.6
accurately infer	4.833333333333333
formal concept analysis	1.5111111111111108
formal concept	1.8333333333333333
best known	2.0
category validity	1.5
basic category	1.0
particular level	1.0
one attempt	1.0
wa make	1.0
ad hoc	1.0
class structure	1.0
human learner	1.0
instancebased learn	1.3333333333333333
training instance	1.0
bad case	1.0
rbf network	1.0
knowledge extraction	1.6666666666666667
wa establish	1.0
science foundation	1.0
wa found	1.0
intelligent machine	1.0
learn within	2.3333333333333335
main goal	1.0
computational neuroscience	1.0
ha develop	1.0
bing predicts	1.1428571428571428
prediction engine	1.0
social medium	2.5
political election	1.0
reality show	1.0
search engine	1.4666666666666666
school district	1.0
major weather event	1.3333333333333333
american idol	1.0
prediction accuracy	1.25
unite state	4.333333333333333
united state presidential	2.0
random matrix	1.0
isotropic position	1.8
vector space formula	1.3333333333333333
formula sample	1.6
finite nonempty string	1.3333333333333333
countable set	1.5
pattern p	2.2142857142857144
pattern contain exactly	2.666666666666667
pattern contain	1.5
pattern p q	1.3333333333333333
less general	1.25
p q	2.291666666666667
p q p	1.6666666666666665
s s	2.583333333333333
x x y	2.0
bit string	1.3888888888888886
s lp	1.0
arbitrary length	1.0
pattern without	2.5
pattern language can	2.333333333333333
b c	3.4
sample set s	1.3333333333333333
supervise learn one	1.6666666666666665
contingency table	1.5
two dimension	1.0
cat dog	1.0
look like	2.0
two row	1.3333333333333333
two column	1.3333333333333333
true positive	1.7222222222222223
true negative	1.880952380952381
will yield	1.0
